path	depth	parent_path	dir_count	file_count	size_bytes	hash_count	hash_pct	min_modified_ts	max_modified_ts
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Frameworks/taglib.framework/Versions	11	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Frameworks/taglib.framework	1	9	1015107	6	66.7	2018-12-12 10:12:27	2019-01-07 12:59:58
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Frameworks/taglib.framework/Versions/A	12	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Frameworks/taglib.framework/Versions	2	7	1015106	5	71.4	2018-12-12 10:12:27	2018-12-12 10:12:31
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Frameworks/taglib.framework/Versions/A/Headers	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Frameworks/taglib.framework/Versions/A	0	2	12463	2	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Frameworks/taglib.framework/Versions/A/Resources	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Frameworks/taglib.framework/Versions/A	0	2	9347	2	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS	9	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents	1	132	32201748	97	73.5	2018-12-12 10:12:20	2019-01-07 12:59:58
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS	1	126	1545432	92	73.0	2018-12-12 10:12:27	2019-01-07 12:59:58
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents	11	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app	3	125	1545432	92	73.6	2018-12-12 10:12:27	2019-01-07 12:59:58
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks	12	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents	1	90	1443558	73	81.1	2018-12-12 10:12:27	2019-01-07 12:59:58
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks	1	89	1443558	73	82.0	2018-12-12 10:12:27	2019-01-07 12:59:58
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions	14	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework	1	86	1443508	71	82.6	2018-12-12 10:12:27	2019-01-07 12:59:58
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A	15	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions	1	84	1443507	70	83.3	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	16	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A	12	82	408363	69	84.1	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/ar.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	16178	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/de.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	15096	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/en.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	14070	0	0.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/es.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	15030	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/fr.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	15324	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/it.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	14702	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/ja.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	14642	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/nl.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	14292	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/pt.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	14830	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/ru.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	17884	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/zh-Hans.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	13504	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources/zh-Hant.lproj	17	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Frameworks/WAFCore.framework/Versions/A/Resources	0	1	13398	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/MacOS	12	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents	0	1	42684	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	12	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents	13	29	56676	16	55.2	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/Base.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	26539	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/ar.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/de.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/en.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	3	27067	3	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/es.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/fr.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/it.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/ja.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/nl.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/pt.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/ru.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/zh-Hans.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources/zh-Hant.lproj	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/MacOS/Wondershare Passport.app/Contents/Resources	0	1	92	1	100.0	2018-12-12 10:12:27	2018-12-12 10:12:27
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	9	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents	12	190	10668198	178	93.7	2018-12-12 10:12:20	2018-12-12 10:12:25
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/FontSource	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	6	1303680	6	100.0	2018-12-12 10:12:23	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/ar.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	2	97456	2	100.0	2018-12-12 10:12:22	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/de.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	2	109044	2	100.0	2018-12-12 10:12:22	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/en.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	4	108419	4	100.0	2018-12-12 10:12:22	2018-12-12 10:12:25
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/es.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	2	106272	2	100.0	2018-12-12 10:12:22	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/fr.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	2	111156	2	100.0	2018-12-12 10:12:22	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/it.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	2	106778	2	100.0	2018-12-12 10:12:22	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/ja.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	2	81410	2	100.0	2018-12-12 10:12:22	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/nl.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	2	103908	2	100.0	2018-12-12 10:12:22	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/pt.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	2	107776	2	100.0	2018-12-12 10:12:22	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/zh-Hans.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	2	73850	2	100.0	2018-12-12 10:12:22	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources/zh-Hant.lproj	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.transfer/dr.fone-Transfer.app/Contents/Resources	0	2	73722	2	100.0	2018-12-12 10:12:22	2018-12-12 10:12:23
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock	6	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps	1	1411	107264253	1315	93.2	2018-12-12 10:08:41	2019-02-11 20:37:58
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app	7	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock	1	1410	107264253	1315	93.3	2018-12-12 10:08:41	2019-02-11 20:37:58
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents	8	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app	3	1409	107264253	1315	93.3	2018-12-12 10:08:41	2019-02-11 20:37:58
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks	9	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents	7	91	9731699	53	58.2	2018-12-12 10:08:56	2019-01-07 12:59:46
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks/AndroidDevice.framework	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks	1	12	7558578	8	66.7	2018-12-12 10:08:56	2019-01-07 12:59:46
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks/AndroidDevice.framework/Versions	11	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks/AndroidDevice.framework	1	9	7558522	6	66.7	2018-12-12 10:08:56	2019-01-07 12:59:46
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks/AndroidDevice.framework/Versions/A	12	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks/AndroidDevice.framework/Versions	1	7	7558521	5	71.4	2018-12-12 10:08:56	2018-12-12 10:08:56
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks/AndroidDevice.framework/Versions/A/Resources	13	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks/AndroidDevice.framework/Versions/A	1	5	6916753	4	80.0	2018-12-12 10:08:56	2018-12-12 10:08:56
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks/AndroidDevice.framework/Versions/A/Resources/en.lproj	14	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks/AndroidDevice.framework/Versions/A/Resources	0	1	92	1	100.0	2018-12-12 10:08:56	2018-12-12 10:08:56
jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks/BugSplat.framework	10	jpmi_metadata/Users/roberthunter/Library/Application Support/DrFoneApps/com.wondershare.drfonemac.unlock/dr.fone-Unlock.app/Contents/Frameworks	1	24	382247	15	62.5	2018-12-12 10:08:56	2019-01-07 12:59:46
